,Unnamed: 0,coordinatorCountry,countryName,coordinator,totalCost,latitude,longitude,startDate,endDate,status,uni_lat,uni_lng
30,31,AT,Austria,ZENTRUM FUR SOZIALE INNOVATION GMBH,2249262.5,47.33333,13.333329999999998,2018-01-01,2020-12-31,SIGNED,51.4910721,7.5006235
31,32,AT,Austria,VETERINAERMEDIZINISCHE UNIVERSITAET WIEN,178156.8,47.33333,13.333329999999998,2015-04-01,2017-03-31,SIGNED,48.25442229999999,16.4316619
32,33,AT,Austria,TAMIRNA GMBH,71429.0,47.33333,13.333329999999998,2015-07-01,2015-12-31,SIGNED,47.33333,13.333329999999998
33,34,AT,Austria,THE ANTIBODY LAB GMBH,71429.0,47.33333,13.333329999999998,2015-07-01,2015-10-31,SIGNED,47.33333,13.333329999999998
34,35,AT,Austria,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,6396305.0,47.33333,13.333329999999998,2018-01-01,2021-12-31,SIGNED,47.9777244,16.5083475
35,36,AT,Austria,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,2500000.0,47.33333,13.333329999999998,2018-01-01,2022-12-31,SIGNED,48.18941400000001,16.402834
36,37,AT,Austria,UNIVERSITAET INNSBRUCK,1449000.0,47.33333,13.333329999999998,2017-03-01,2022-02-28,SIGNED,47.26335419999999,11.3838006
37,38,AT,Austria,E7 ENERGIE MARKT ANALYSE,1603718.75,47.33333,13.333329999999998,2017-06-01,2020-05-31,SIGNED,48.22410499999999,16.3973899
38,39,AT,Austria,WIRTSCHAFTSKAMMER OSTERREICH,304461.88,47.33333,13.333329999999998,2017-01-01,2018-12-31,SIGNED,47.33333,13.333329999999998
39,40,AT,Austria,AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH,6126698.75,47.33333,13.333329999999998,2015-05-01,2018-04-30,SIGNED,47.9777244,16.5083475
40,41,AT,Austria,CEMM - FORSCHUNGSZENTRUM FUER MOLEKULARE MEDIZIN GMBH,1701011.0,47.33333,13.333329999999998,2016-04-01,2021-03-31,SIGNED,48.219497,16.349544
41,42,AT,Austria,TECHNIKON FORSCHUNGS- UND PLANUNGSGESELLSCHAFT MBH,3891263.75,47.33333,13.333329999999998,2017-01-01,2019-12-31,SIGNED,46.615451,13.844114
42,43,AT,Austria,INSTITUT FUER HOEHERE STUDIEN - INSTITUTE FOR ADVANCED STUDIES,1994954.44,47.33333,13.333329999999998,2017-05-01,2021-04-30,SIGNED,48.2097034,16.347588
43,44,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,1997202.49,47.33333,13.333329999999998,2018-01-01,2022-12-31,SIGNED,48.1986546,16.3684626
44,45,AT,Austria,NEXTSENSE GMBH,71429.0,47.33333,13.333329999999998,2015-07-01,2015-12-31,SIGNED,47.0436863,15.3960705
45,46,AT,Austria,UNIVERSITAT WIEN,178156.8,47.33333,13.333329999999998,2017-10-01,2019-09-30,SIGNED,48.21318549999999,16.3600504
46,47,AT,Austria,Institute of Science and Technology Austria,1991564.0,47.33333,13.333329999999998,2018-04-01,2023-03-31,SIGNED,48.309852,16.259696
47,48,AT,Austria,BRI.TECH GMBH,71429.0,47.33333,13.333329999999998,2017-03-01,2017-06-30,SIGNED,47.33333,13.333329999999998
48,49,AT,Austria,OESTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN,178156.8,47.33333,13.333329999999998,2018-04-01,2020-03-31,SIGNED,48.2088405,16.3771845
49,50,AT,Austria,UNIVERSITAET INNSBRUCK,166156.8,47.33333,13.333329999999998,2018-01-01,2019-12-31,SIGNED,47.26335419999999,11.3838006
50,51,AT,Austria,UNIVERSITAT WIEN,166156.8,47.33333,13.333329999999998,2015-07-01,2017-06-30,TERMINATED,48.21318549999999,16.3600504
51,52,AT,Austria,UNIVERSITAET INNSBRUCK,2767565.0,47.33333,13.333329999999998,2015-02-01,2018-01-31,SIGNED,47.26335419999999,11.3838006
52,53,AT,Austria,MONTANUNIVERSITAT LEOBEN,1373637.5,47.33333,13.333329999999998,2015-06-01,2018-05-31,SIGNED,47.3847372,15.0930201
53,54,AT,Austria,UNIVERSITAT WIEN,2155285.0,47.33333,13.333329999999998,2015-06-01,2020-05-31,SIGNED,48.21318549999999,16.3600504
54,55,AT,Austria,AVL LIST GMBH,9077497.5,47.33333,13.333329999999998,2017-10-01,2020-09-30,SIGNED,47.33333,13.333329999999998
55,56,AT,Austria,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,178156.8,47.33333,13.333329999999998,2016-03-01,2018-02-28,CLOSED,48.18941400000001,16.402834
56,57,AT,Austria,OSTERREICHISCHE ENERGIEAGENTUR AUSTRIAN ENERGY AGENCY,1540713.75,47.33333,13.333329999999998,2015-01-01,2017-08-31,CLOSED,48.1950429,16.3368038
57,58,AT,Austria,Institute of Science and Technology Austria,8789760.0,47.33333,13.333329999999998,2015-10-01,2020-09-30,SIGNED,48.309852,16.259696
58,59,AT,Austria,UNIVERSITAT WIEN,166156.8,47.33333,13.333329999999998,2015-05-16,2017-05-15,SIGNED,48.21318549999999,16.3600504
59,60,AT,Austria,UNIVERSITAET GRAZ,178156.8,47.33333,13.333329999999998,2015-09-01,2017-08-31,SIGNED,47.0777872,15.4499126
60,61,AT,Austria,Institute of Science and Technology Austria,178156.8,47.33333,13.333329999999998,2017-03-01,2019-02-28,SIGNED,48.309852,16.259696
61,62,AT,Austria,INSTITUT FUER HOEHERE STUDIEN - INSTITUTE FOR ADVANCED STUDIES,166156.8,47.33333,13.333329999999998,2016-02-01,2018-01-31,TERMINATED,48.2097034,16.347588
62,63,AT,Austria,UNIVERSITAT WIEN,178156.8,47.33333,13.333329999999998,2015-10-01,2017-09-30,SIGNED,48.21318549999999,16.3600504
63,64,AT,Austria,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,2325659.0,47.33333,13.333329999999998,2018-01-01,2022-12-31,SIGNED,48.18941400000001,16.402834
64,65,AT,Austria,UNIVERSITAET INNSBRUCK,8220716.01,47.33333,13.333329999999998,2016-01-01,2019-06-30,SIGNED,47.26335419999999,11.3838006
65,66,AT,Austria,UNIVERSITAT WIEN,166156.8,47.33333,13.333329999999998,2018-09-01,2020-08-31,SIGNED,48.21318549999999,16.3600504
66,67,AT,Austria,TECHNISCHE UNIVERSITAET GRAZ,1473525.0,47.33333,13.333329999999998,2015-06-01,2020-05-31,SIGNED,47.0691371,15.4503154
67,68,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,149850.0,47.33333,13.333329999999998,2016-10-01,2018-03-31,SIGNED,48.1986546,16.3684626
68,69,AT,Austria,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,2499299.0,47.33333,13.333329999999998,2016-10-01,2021-09-30,SIGNED,48.18941400000001,16.402834
69,70,AT,Austria,EQUALIZENT SCHULUNGS UND BERATUNGS GMBH,71429.0,47.33333,13.333329999999998,2017-02-01,2017-07-31,SIGNED,48.2238209,16.3732765
70,71,AT,Austria,OSTERREICHISCHE ENERGIEAGENTUR AUSTRIAN ENERGY AGENCY,1997987.5,47.33333,13.333329999999998,2016-04-01,2019-03-31,SIGNED,48.1950429,16.3368038
71,72,AT,Austria,GREGOR-MENDEL-INSTITUT FÜR MOLEKULARE PFLANZENBIOLOGIE GMBH,1499988.99,47.33333,13.333329999999998,2015-07-01,2020-06-30,SIGNED,48.1894048,16.4019126
72,73,AT,Austria,VETERINAERMEDIZINISCHE UNIVERSITAET WIEN,2497520.0,47.33333,13.333329999999998,2016-09-01,2021-08-31,SIGNED,48.25442229999999,16.4316619
73,74,AT,Austria,UNIVERSITAT WIEN,166156.8,47.33333,13.333329999999998,2018-09-01,2020-08-31,SIGNED,48.21318549999999,16.3600504
74,75,AT,Austria,AEE - INSTITUT FUR NACHHALTIGE TECHNOLOGIEN,1995250.0,47.33333,13.333329999999998,2017-09-01,2020-08-31,SIGNED,47.33333,13.333329999999998
75,76,AT,Austria,MEDIZINISCHE UNIVERSITAET WIEN,6469522.5,47.33333,13.333329999999998,2015-11-01,2020-04-30,SIGNED,48.2196989,16.3515215
76,77,AT,Austria,UNIVERSITAET INNSBRUCK,1496664.3,47.33333,13.333329999999998,2017-02-01,2022-01-31,SIGNED,47.26335419999999,11.3838006
77,78,AT,Austria,GREENETICA GMBH,71429.0,47.33333,13.333329999999998,2015-07-01,2015-12-31,SIGNED,47.33333,13.333329999999998
78,79,AT,Austria,SALZBURG RESEARCH FORSCHUNGSGESELLSCHAFT M.B.H.,7994750.0,47.33333,13.333329999999998,2016-10-01,2019-09-30,SIGNED,47.8226204,13.0410314
79,80,AT,Austria,PAYBON GMBH,71429.0,47.33333,13.333329999999998,2016-08-01,2017-01-31,SIGNED,47.33333,13.333329999999998
80,81,AT,Austria,"BUNDESMINISTERIUM FUER VERKEHR, INNOVATION UND TECHNOLOGIE",37622856.0,47.33333,13.333329999999998,2018-01-01,2023-12-31,SIGNED,48.2109855,16.3863925
81,82,AT,Austria,UNIVERSITAT WIEN,1257973.0,47.33333,13.333329999999998,2018-02-01,2023-01-31,SIGNED,48.21318549999999,16.3600504
82,83,AT,Austria,UNIVERSITAT LINZ,1499975.0,47.33333,13.333329999999998,2018-01-01,2022-12-31,SIGNED,48.336614,14.319305
83,84,AT,Austria,MEDIZINISCHE UNIVERSITAET WIEN,166156.8,47.33333,13.333329999999998,2018-10-01,2020-09-30,SIGNED,48.2196989,16.3515215
84,85,AT,Austria,MOBILITY SERVICES HUB MSH GMBH,71429.0,47.33333,13.333329999999998,2017-12-01,2018-03-31,SIGNED,47.33333,13.333329999999998
85,86,AT,Austria,RE-COMPOSE GMBH,99937.5,47.33333,13.333329999999998,2017-05-01,2018-04-30,SIGNED,48.21300530000001,16.3449025
86,87,AT,Austria,EUTEMA GMBH,492937.5,47.33333,13.333329999999998,2015-11-01,2017-10-31,SIGNED,48.199717,16.3490658
87,88,AT,Austria,TECHNISCHE UNIVERSITAET GRAZ,2463975.0,47.33333,13.333329999999998,2015-09-01,2018-08-31,SIGNED,47.0691371,15.4503154
88,89,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,178156.8,47.33333,13.333329999999998,2015-09-01,2017-08-31,SIGNED,48.1986546,16.3684626
89,90,AT,Austria,INSTITUT FUER MOLEKULARE BIOTECHNOLOGIE GMBH,178156.8,47.33333,13.333329999999998,2017-09-01,2019-08-31,SIGNED,47.33333,13.333329999999998
90,91,AT,Austria,LINZ CENTER OF MECHATRONICS GMBH,2355125.0,47.33333,13.333329999999998,2016-01-01,2018-06-30,SIGNED,48.336062,14.3225241
91,92,AT,Austria,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,1500000.0,47.33333,13.333329999999998,2018-03-01,2023-02-28,SIGNED,48.18941400000001,16.402834
92,93,AT,Austria,OESTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN,1713352.5,47.33333,13.333329999999998,2017-09-01,2022-08-31,SIGNED,48.2088405,16.3771845
93,94,AT,Austria,UNIVERSITAET INNSBRUCK,1992368.0,47.33333,13.333329999999998,2016-07-01,2021-06-30,SIGNED,47.26335419999999,11.3838006
94,95,AT,Austria,UNIVERSITAT WIEN,261208.8,47.33333,13.333329999999998,2018-09-01,2021-08-31,SIGNED,48.21318549999999,16.3600504
95,96,AT,Austria,EUTEMA GMBH,1256500.0,47.33333,13.333329999999998,2017-02-01,2019-07-31,SIGNED,48.199717,16.3490658
96,97,AT,Austria,ENERGIEINSTITUT AN DER JOHANNES KEPLER UNIVERSITAT LINZ VEREIN,1997325.0,47.33333,13.333329999999998,2018-03-01,2021-02-28,SIGNED,48.3381553,14.3173528
97,98,AT,Austria,MEDIZINISCHE UNIVERSITAT INNSBRUCK,2999287.5,47.33333,13.333329999999998,2015-05-01,2018-04-30,SIGNED,47.2629925,11.3844742
98,99,AT,Austria,USOUND GMBH,71429.0,47.33333,13.333329999999998,2016-08-01,2017-01-31,SIGNED,48.161941,16.337032
99,100,AT,Austria,UNIVERSITAET FUER BODENKULTUR WIEN,5243123.75,47.33333,13.333329999999998,2016-03-01,2020-02-29,SIGNED,48.2365448,16.337579
100,101,AT,Austria,SYNYO GmbH,1342844.0,47.33333,13.333329999999998,2015-09-01,2017-08-31,SIGNED,47.33333,13.333329999999998
101,102,AT,Austria,UNIVERSITAT WIEN,178156.8,47.33333,13.333329999999998,2016-04-15,2018-04-14,SIGNED,48.21318549999999,16.3600504
102,103,AT,Austria,SZELESTIM GMBH,71429.0,47.33333,13.333329999999998,2018-02-01,2018-05-31,SIGNED,47.33333,13.333329999999998
103,104,AT,Austria,UNIVERSITAT WIEN,1998566.25,47.33333,13.333329999999998,2015-09-01,2020-08-31,SIGNED,48.21318549999999,16.3600504
104,105,AT,Austria,MEDIZINISCHE UNIVERSITAET WIEN,2499875.0,47.33333,13.333329999999998,2018-06-01,2023-05-31,SIGNED,48.2196989,16.3515215
105,106,AT,Austria,DECIDE CLINICAL SOFTWARE GMBH,71429.0,47.33333,13.333329999999998,2016-11-01,2017-02-28,SIGNED,47.0803466,15.4692716
106,107,AT,Austria,"Kompetenzzentrum - Das Virtuelle Fahrzeug, Forschungsgesellschaft mbH",7916441.25,47.33333,13.333329999999998,2014-12-01,2018-11-30,SIGNED,47.057954,15.462953
107,108,AT,Austria,MEDIZINISCHE UNIVERSITAET WIEN,166156.8,47.33333,13.333329999999998,2015-08-03,2017-08-02,CLOSED,48.2196989,16.3515215
108,109,AT,Austria,G.TEC MEDICAL ENGINEERING GMBH,2664250.0,47.33333,13.333329999999998,2016-02-01,2018-05-31,SIGNED,48.0813994,14.2712087
109,110,AT,Austria,VETERINAERMEDIZINISCHE UNIVERSITAET WIEN,166156.8,47.33333,13.333329999999998,2017-01-01,2018-12-31,SIGNED,48.25442229999999,16.4316619
110,111,AT,Austria,AVL LIST GMBH,4889290.0,47.33333,13.333329999999998,2017-01-01,2019-12-31,SIGNED,47.33333,13.333329999999998
111,112,AT,Austria,FORSCHUNGSINSTITUT FUR MOLEKULARE PATHOLOGIE GESELLSCHAFT MBH,2500000.0,47.33333,13.333329999999998,2016-10-01,2021-09-30,SIGNED,48.18941400000001,16.402834
112,113,AT,Austria,UNIVERSITAT WIEN,178156.8,47.33333,13.333329999999998,2018-09-01,2020-08-31,SIGNED,48.21318549999999,16.3600504
113,114,AT,Austria,ZENTRUM FUR SOZIALE INNOVATION GMBH,999933.75,47.33333,13.333329999999998,2016-02-15,2019-02-14,SIGNED,51.4910721,7.5006235
114,115,AT,Austria,MEDIZINISCHE UNIVERSITAT INNSBRUCK,2355000.0,47.33333,13.333329999999998,2018-10-01,2023-09-30,SIGNED,47.2629925,11.3844742
115,116,AT,Austria,INSTITUT FUER HOEHERE STUDIEN - INSTITUTE FOR ADVANCED STUDIES,6799943.0,47.33333,13.333329999999998,2017-05-01,2021-04-30,SIGNED,48.2097034,16.347588
116,117,AT,Austria,LKR LEICHTMETALL KOMPETENZZENTRUM RANSHOFEN GMBH,1366410.0,47.33333,13.333329999999998,2015-12-01,2020-11-30,SIGNED,48.2283349,13.0300686
117,118,AT,Austria,UNIVERSITAT LINZ,100000.0,47.33333,13.333329999999998,2018-07-01,2019-12-31,SIGNED,48.336614,14.319305
118,119,AT,Austria,INSTITUT FUER HOEHERE STUDIEN - INSTITUTE FOR ADVANCED STUDIES,178156.8,47.33333,13.333329999999998,2018-05-01,2020-04-30,SIGNED,48.2097034,16.347588
119,120,AT,Austria,TECHNISCHE UNIVERSITAET GRAZ,3029223.96,47.33333,13.333329999999998,2018-01-01,2021-12-31,SIGNED,47.0691371,15.4503154
120,121,AT,Austria,Institute of Science and Technology Austria,2306862.0,47.33333,13.333329999999998,2017-07-01,2022-06-30,SIGNED,48.309852,16.259696
121,122,AT,Austria,TECHNIKON FORSCHUNGS- UND PLANUNGSGESELLSCHAFT MBH,4192058.75,47.33333,13.333329999999998,2017-01-01,2019-12-31,SIGNED,46.615451,13.844114
122,123,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,1460826.0,47.33333,13.333329999999998,2017-07-01,2022-06-30,SIGNED,48.1986546,16.3684626
123,124,AT,Austria,UBERGRAPE GMBH,71429.0,47.33333,13.333329999999998,2016-09-01,2016-11-30,SIGNED,47.33333,13.333329999999998
124,125,AT,Austria,UNIVERSITAET INNSBRUCK,1499260.0,47.33333,13.333329999999998,2016-05-01,2021-04-30,SIGNED,47.26335419999999,11.3838006
125,126,AT,Austria,Institute of Science and Technology Austria,9180400.0,47.33333,13.333329999999998,2017-07-01,2022-06-30,SIGNED,48.309852,16.259696
126,127,AT,Austria,Sign time GmbH,71429.0,47.33333,13.333329999999998,2015-02-01,2015-07-31,SIGNED,48.2174861,16.3693019
127,128,AT,Austria,EIBIR GEMEINNUETZIGE GMBH ZUR FOERDERUNG DER ERFORSCHUNG DER BIOMEDIZINISCHEN BILDGEBUNG,995287.5,47.33333,13.333329999999998,2016-12-01,2018-11-30,SIGNED,47.33333,13.333329999999998
128,129,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,166156.8,47.33333,13.333329999999998,2015-04-01,2017-03-31,SIGNED,48.1986546,16.3684626
129,130,AT,Austria,CNSYSTEMS MEDIZINTECHNIK AG,71429.0,47.33333,13.333329999999998,2015-05-01,2015-09-30,SIGNED,47.0644135,15.4085398
130,131,AT,Austria,AVL LIST GMBH,9945610.68,47.33333,13.333329999999998,2016-09-01,2019-08-31,SIGNED,47.33333,13.333329999999998
131,132,AT,Austria,UNIVERSITAET GRAZ,166156.8,47.33333,13.333329999999998,2018-09-01,2020-08-31,SIGNED,47.0777872,15.4499126
132,133,AT,Austria,MONTANUNIVERSITAT LEOBEN,1499679.0,47.33333,13.333329999999998,2018-02-01,2023-01-31,SIGNED,47.3847372,15.0930201
133,134,AT,Austria,HELIOZ GMBH,71429.0,47.33333,13.333329999999998,2017-05-01,2017-08-31,SIGNED,48.19769100000001,16.349291
134,135,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,2996653.75,47.33333,13.333329999999998,2018-07-01,2021-06-30,SIGNED,48.1986546,16.3684626
135,136,AT,Austria,Institute of Science and Technology Austria,1500000.0,47.33333,13.333329999999998,2017-05-01,2022-04-30,SIGNED,48.309852,16.259696
136,137,AT,Austria,UNIVERSITAT WIEN,1497202.0,47.33333,13.333329999999998,2017-10-01,2022-09-30,SIGNED,48.21318549999999,16.3600504
137,138,AT,Austria,UNIVERSITAET INNSBRUCK,178156.8,47.33333,13.333329999999998,2019-08-01,2021-07-31,SIGNED,47.26335419999999,11.3838006
138,139,AT,Austria,UNIVERSITAT WIEN,2495190.99,47.33333,13.333329999999998,2017-12-01,2022-11-30,SIGNED,48.21318549999999,16.3600504
139,140,AT,Austria,OESTERREICHISCHE FORSCHUNGSFOERDERUNGSGESELLSCHAFT MBH,1216638.75,47.33333,13.333329999999998,2017-10-01,2019-02-28,SIGNED,48.2194511,16.3521465
140,141,AT,Austria,UNIVERSITAET INNSBRUCK,2421223.75,47.33333,13.333329999999998,2017-10-01,2022-09-30,SIGNED,47.26335419999999,11.3838006
141,142,AT,Austria,AVL LIST GMBH,3920302.5,47.33333,13.333329999999998,2016-10-01,2019-09-30,SIGNED,47.33333,13.333329999999998
142,143,AT,Austria,TECHNIKON FORSCHUNGS- UND PLANUNGSGESELLSCHAFT MBH,4613831.25,47.33333,13.333329999999998,2017-01-01,2019-12-31,SIGNED,46.615451,13.844114
143,144,AT,Austria,UNIVERSITAT WIEN,1487396.0,47.33333,13.333329999999998,2017-09-01,2022-08-31,SIGNED,48.21318549999999,16.3600504
144,145,AT,Austria,OESTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN,1498452.0,47.33333,13.333329999999998,2016-05-01,2021-04-30,SIGNED,48.2088405,16.3771845
145,146,AT,Austria,UNIVERSITAET FUER BODENKULTUR WIEN,1993606.25,47.33333,13.333329999999998,2016-09-01,2021-08-31,SIGNED,48.2365448,16.337579
146,147,AT,Austria,MONTANUNIVERSITAT LEOBEN,1960985.0,47.33333,13.333329999999998,2018-05-01,2023-04-30,SIGNED,47.3847372,15.0930201
147,148,AT,Austria,UNIVERSITAT WIEN,1416146.0,47.33333,13.333329999999998,2015-06-01,2020-05-31,SIGNED,48.21318549999999,16.3600504
148,149,AT,Austria,AVL LIST GMBH,5927428.75,47.33333,13.333329999999998,2015-05-01,2018-04-30,SIGNED,47.33333,13.333329999999998
149,150,AT,Austria,MOLD THIX CONSULTING BUELTERMANN GMBH,71429.0,47.33333,13.333329999999998,2017-01-01,2017-03-31,SIGNED,47.33333,13.333329999999998
150,151,AT,Austria,EASE-LINK GMBH,71429.0,47.33333,13.333329999999998,2017-08-01,2017-11-30,CLOSED,47.33333,13.333329999999998
151,152,AT,Austria,TECHNISCHE UNIVERSITAET WIEN,1513335.34,47.33333,13.333329999999998,2017-08-01,2022-07-31,SIGNED,48.1986546,16.3684626
152,153,AT,Austria,GUGER TECHNOLOGIES OG,71429.0,47.33333,13.333329999999998,2014-10-01,2015-03-31,CLOSED,47.0643292,15.3937
153,154,AT,Austria,UNIVERSITAT WIEN,1971846.0,47.33333,13.333329999999998,2016-08-01,2021-07-31,SIGNED,48.21318549999999,16.3600504
154,155,AT,Austria,UNIVERSITAET INNSBRUCK,150000.0,47.33333,13.333329999999998,2016-12-01,2018-05-31,SIGNED,47.26335419999999,11.3838006
155,156,AT,Austria,FORSCHUNGSGESELLSCHAFT MOBILITAET  - Austrian Mobility Research FGM - AMOR Gemeinnutzige GMBH,3920712.5,47.33333,13.333329999999998,2018-09-01,2021-08-31,SIGNED,47.0658423,15.4405922
156,157,AT,Austria,UNIVERSITAET INNSBRUCK,1498514.94,47.33333,13.333329999999998,2017-04-01,2022-03-31,SIGNED,47.26335419999999,11.3838006
157,158,AT,Austria,UNIVERSITAT WIEN,178156.8,47.33333,13.333329999999998,2015-07-01,2017-06-30,SIGNED,48.21318549999999,16.3600504
158,159,AT,Austria,Institute of Science and Technology Austria,1496686.99,47.33333,13.333329999999998,2016-04-01,2021-03-31,SIGNED,48.309852,16.259696
159,160,AT,Austria,UNIVERSITAET GRAZ,1665000.0,47.33333,13.333329999999998,2017-01-01,2020-12-31,SIGNED,47.0777872,15.4499126
